,endTime,artistName,trackName,msPlayed
0,2020-08-31 19:51,Arctic Monkeys,Old Yellow Bricks,3008
1,2020-09-02 12:53,Arctic Monkeys,Old Yellow Bricks,190223
2,2020-09-02 12:57,Arctic Monkeys,Crying Lightning,224831
3,2020-09-02 13:00,Arctic Monkeys,Brianstorm,172866
4,2020-09-02 13:05,Arctic Monkeys,No. 1 Party Anthem,243131
5,2020-09-02 13:08,Arctic Monkeys,Cornerstone,197973
6,2020-09-02 13:11,Arctic Monkeys,Dancing Shoes,134971
7,2020-09-02 16:27,Édith Piaf,La vie en rose,186973
8,2020-09-02 16:31,Charles Trenet,La mer,201840
9,2020-09-02 16:34,Henri Salvador,Jardin d'hiver,168004
10,2020-09-02 16:37,Ben Mazué,10 ans de nous,175010
11,2020-09-02 16:40,Barbara Pravi,Je sers,199173
12,2020-09-02 16:44,Carla Bruni,Quelqu'un m'a dit,166226
13,2020-09-02 16:50,Le Couleur,Femme,235904
14,2020-09-02 16:54,Brigitte Bardot,Le soleil,195946
15,2020-09-02 16:56,Yves Duteil,Virages,90047
16,2020-09-04 20:14,Eyshila,Fiel a Mim,469553
17,2020-09-04 20:20,Anderson Freire,Raridade,154260
18,2020-09-04 21:33,Anderson Freire,Raridade,143464
19,2020-09-04 21:38,Eyshila,Me Derramar,279825
20,2020-09-04 21:43,Trazendo a Arca,Marca da Promessa,315693
21,2020-09-04 21:51,Diante do Trono,Aclame ao Senhor - Ao Vivo,455106
22,2020-09-04 21:56,Fernandinho,Uma Nova História - Acústico,278000
23,2020-09-04 22:02,Aline Barros,Rendido Estou (Arms Open Wide),382572
24,2020-09-04 22:09,Ministério Zoe,Aquieta Minh'alma,425800
25,2020-09-04 22:14,Aline Barros,Primeira Essência (Jardim Particular),293337
26,2020-09-04 22:21,Alessandro Vilas Boas,Quero Conhecer Jesus,360187
27,2020-09-04 22:31,Diante do Trono,Eis-me Aqui - Ao Vivo,502266
28,2020-09-04 22:39,Isadora Pompeo,Minha Morada - Ao Vivo,394854
29,2020-09-05 12:18,Isadora Pompeo,Minha Morada - Ao Vivo,16154
30,2020-09-05 12:25,Gabriela Rocha,Lugar Secreto,422333
31,2020-09-05 12:37,Irmão Lázaro,Eu Te Amo Tanto - Live,383666
32,2020-09-05 12:47,Diante do Trono,A Ele A Glória - Ao Vivo,593773
33,2020-09-05 12:53,Soraya Moraes,Caminho no Deserto,333533
34,2020-09-05 12:56,Eli Soares,Me Ajude A Melhorar,216320
35,2020-09-05 13:06,Casa Worship,A Casa É Sua,551868
36,2020-09-05 13:13,Clamor Pelas Nações,Que Amor É Esse - Ao vivo,403841
37,2020-09-05 17:31,Clamor Pelas Nações,Que Amor É Esse - Ao vivo,34482
38,2020-09-05 17:36,Aline Barros,Casa do Pai,284862
39,2020-09-05 17:49,Laura Souguellis,Em Teus Braços,733283
40,2020-09-05 18:05,Diante do Trono,Águas Purificadoras - Ao Vivo,965142
41,2020-09-05 18:11,Diante do Trono,Te Agradeço - Ao Vivo,304973
42,2020-09-05 18:16,Diante do Trono,Coração Igual ao Teu - Ao Vivo,308226
43,2020-09-05 18:23,Diante do Trono,Me Ama - Ao Vivo,343344
44,2020-09-05 18:23,Luma Elpidio,Que Amor É Esse,2461
45,2020-09-05 18:27,Karen Mattos,Maravilhado,245546
46,2020-09-05 18:33,Eyshila,Nada Pode Calar Um Adorador,319692
47,2020-09-05 18:41,Diante do Trono,Jesus em Tua Presença / Alto Preço - Ao Vivo,474253
48,2020-09-05 18:50,Hillsong UNITED,Oceans (Where Feet May Fail),536000
49,2020-09-05 19:01,Som Do Reino,Graça,633440
50,2020-09-05 19:07,Fernandinho,Faz Chover - Acústico,332906
51,2020-09-05 19:11,Izaac Santos,Uma Vida É Pouco pra Te Amar,262000
52,2020-09-05 19:18,Preto no Branco,Ninguém Explica Deus (feat. Gabriela Rocha) - Ao Vivo,390386
53,2020-09-05 19:26,Gabriela Rocha,Eu Navegarei,469026
54,2020-09-05 19:32,Aline Barros,Ressuscita-me,343051
55,2020-09-05 19:42,Davi Sacer,Tua Graça Me Basta,439267
56,2020-09-05 19:58,Diante do Trono,Preciso de Ti - Ao Vivo,919733
57,2020-09-05 20:05,Juliano Son,Lindo És + Só Quero Ver Você - Ao Vivo,447843
58,2020-09-05 20:10,Leonardo Gonçalves,Getsêmani - Ao Vivo,304093
59,2020-09-05 20:12,Aline Barros,"Sonda-me, Usa-me",90016
60,2020-09-05 20:17,Aline Barros,"Sonda-me, Usa-me",238228
61,2020-09-05 20:24,Toque no Altar,Restitui,436773
62,2020-09-05 20:32,Fernandinho,Nada Além do Sangue - Acústico,388373
63,2020-09-05 20:37,Fernandinho,Grandes Coisas - Ao Vivo,297680
64,2020-09-05 20:44,Diante do Trono,Canção do Apocalipse - Ao Vivo,437386
65,2020-09-05 20:53,André Aquino,Quando Ele Vem - Live,521167
66,2020-09-05 22:11,André Aquino,Quando Ele Vem - Live,54842
67,2020-09-05 22:18,Rosa de Saron,Sem Você,7314
68,2020-09-05 22:18,Ministério Avivah,Maranata - Ao Vivo,384760
69,2020-09-05 22:18,Tiago Iorc,Dia Especial,1578
70,2020-09-06 20:32,Édith Piaf,La vie en rose,186978
71,2020-09-06 20:32,Henri Salvador,Jardin d'hiver,21929
72,2020-09-06 22:53,Henri Salvador,Jardin d'hiver,146093
73,2020-09-06 22:57,Barbara Pravi,Je sers,199173
74,2020-09-06 23:00,Ben Mazué,10 ans de nous,207440
75,2020-09-06 23:03,Charles Trenet,La mer,201840
76,2020-09-06 23:04,Brigitte Bardot,Le soleil,30051
77,2020-09-06 23:08,Brigitte Bardot,Le soleil,194380
78,2020-09-06 23:11,Carla Bruni,Quelqu'un m'a dit,166226
79,2020-09-06 23:14,Yves Duteil,Virages,169120
80,2020-09-06 23:18,Le Couleur,Femme,235904
81,2020-09-06 23:20,Carla Bruni,Le plus beau du quartier,144574
82,2020-09-06 23:23,Luiz Lins,A Música Mais Triste do Ano,175004
83,2020-09-06 23:28,Tribalistas,Fora da Memória,233032
84,2020-09-06 23:31,NX Zero,Ligação,213760
85,2020-09-06 23:35,Marcelo Jeneci,Felicidade,109664
86,2020-09-06 23:40,Trazendo a Arca,Marca da Promessa,315698
87,2020-09-06 23:44,Eli Soares,Me Ajude A Melhorar,216320
88,2020-09-07 00:01,Clamor Pelas Nações,Que Amor É Esse - Ao vivo,438309
89,2020-09-07 00:11,Fernandinho,Uma Nova História - Acústico,278000
90,2020-09-07 00:16,Eyshila,Me Derramar,279825
91,2020-09-07 00:17,Alessandro Vilas Boas,Quero Conhecer Jesus,20377
92,2020-09-07 00:27,Diante do Trono,A Ele A Glória - Ao Vivo,593773
93,2020-09-07 00:31,Aline Barros,Rendido Estou (Arms Open Wide),248040
94,2020-09-09 17:34,Édith Piaf,La vie en rose,186973
95,2020-09-09 17:38,Ben Mazué,10 ans de nous,207440
96,2020-09-09 17:41,Henri Salvador,Jardin d'hiver,168000
97,2020-09-09 17:45,Le Couleur,Femme,235904
98,2020-09-09 17:48,Charles Trenet,La mer,201840
99,2020-09-09 17:51,Barbara Pravi,Je sers,199173
100,2020-09-09 17:55,Brigitte Bardot,Le soleil,195946
101,2020-09-09 17:56,Carla Bruni,Quelqu'un m'a dit,60023
102,2020-09-09 17:59,Carla Bruni,Quelqu'un m'a dit,157617
103,2020-09-10 18:31,Aline Barros,Primeira Essência (Jardim Particular),319970
104,2020-09-10 18:38,Ministério Zoe,Aquieta Minh'alma,425800
105,2020-09-10 18:46,Diante do Trono,Aclame ao Senhor - Ao Vivo,455106
106,2020-09-10 18:56,Diante do Trono,Águas Purificadoras - Ao Vivo,588079
107,2020-09-10 19:04,Diante do Trono,Me Ama - Ao Vivo,2275
108,2020-09-10 19:04,Gabriela Rocha,Lugar Secreto,422333
109,2020-09-10 19:09,Anderson Freire,Raridade,297726
110,2020-09-10 19:24,Isadora Pompeo,Minha Morada - Ao Vivo,411000
111,2020-09-10 19:32,Som Do Reino,Graça,492448
112,2020-09-14 00:46,Bruno Mars,Talking to the Moon,0
113,2020-09-14 00:52,Jason Walker,Down,2391
114,2020-09-14 00:52,Paul McCartney,While My Guitar Gently Weeps - Live,357109
115,2020-09-14 00:53,James Arthur,Impossible,0
116,2020-09-14 00:53,Kelly Clarkson,Breakaway,0
117,2020-09-14 00:56,Michael Bublé,Feeling Good,237338
118,2020-09-14 00:57,Halsey,Colors - Stripped,4183
119,2020-09-14 00:57,John Legend,All of Me,0
120,2020-09-14 22:29,Henri Salvador,Jardin d'hiver,168000
121,2020-09-14 22:47,Charles Trenet,La mer,3498
122,2020-09-14 22:47,Carla Bruni,Quelqu'un m'a dit,166226
123,2020-09-14 22:51,Arctic Monkeys,Dancing Shoes,6181
124,2020-09-14 22:51,Édith Piaf,La vie en rose,179536
125,2020-09-14 22:56,Arctic Monkeys,Tranquility Base Hotel & Casino,212098
126,2020-09-14 23:02,Arctic Monkeys,Batphone,271613
127,2020-09-14 23:07,Arctic Monkeys,Pretty Visitors,220506
128,2020-09-14 23:11,Arctic Monkeys,R U Mine?,201726
129,2020-09-14 23:14,Arctic Monkeys,The Ultracheese,217720
130,2020-09-14 23:15,Arctic Monkeys,One Point Perspective,25775
131,2020-09-14 23:20,Arctic Monkeys,Star Treatment,329421
132,2020-09-14 23:28,Arctic Monkeys,Love is a Laserquest,928
133,2020-09-14 23:28,Arctic Monkeys,When The Sun Goes Down,106440
134,2020-09-14 23:33,Arctic Monkeys,505,194049
135,2020-09-15 13:17,Diante do Trono,Eis-me Aqui - Ao Vivo,502271
136,2020-09-15 13:20,Julien Alluguette,Je vole,4179
137,2020-09-15 13:20,Diante do Trono,Coração Igual ao Teu - Ao Vivo,172826
138,2020-09-15 13:21,Coralie Thuilier,"Je Voudrais un Bonhomme de Neige - De ""La Reine des Neiges""/Bande Originale Française",10083
139,2020-09-15 13:24,Édith Piaf,La vie en rose,4713
140,2020-09-15 13:24,Coralie Thuilier,"Je Voudrais un Bonhomme de Neige - De ""La Reine des Neiges""/Bande Originale Française",93042
141,2020-09-15 13:52,Édith Piaf,La vie en rose,2763
142,2020-09-15 13:52,Therapie TAXI,Candide Crush,5363
143,2020-09-15 13:52,Berry,Le bonheur,6555
144,2020-09-15 13:55,Léovanie Raud,Le monde est devenu fou,7035
145,2020-09-15 13:55,Laura Mayne,"L' air Du Vent - De ""Pocahontas, Une Légende Indienne""/Bande Originale Française du Film",5294
146,2020-09-15 13:55,Berry,Le bonheur,2809
147,2020-09-15 13:55,Lucie Dolene,"Histoire éternelle - De ""La Belle et la Bête""/Bande Originale Française du Film",141084
148,2020-09-15 13:58,Pascal Nowak,Votre jour de chance,2136
149,2020-09-15 13:58,Léovanie Raud,Le monde est devenu fou,3738
150,2020-09-15 13:58,Michel Mella,"La tyrolienne des nains - De ""Blanche Neige et les Septs Nains""/Bande Originale Française du Film",5990
151,2020-09-15 13:58,Laura Mayne,"L' air Du Vent - De ""Pocahontas, Une Légende Indienne""/Bande Originale Française du Film",1439
152,2020-09-15 13:58,Bénabar,"Mon Coeur Fait Vroum (My Heart Goes Vroom) - From ""Cars 2""/Soundtrack Version",3575
153,2020-09-15 13:58,Berry,Le bonheur,1439
154,2020-09-15 13:58,Ben Mazué,Illusion,2804
155,2020-09-15 13:58,Édith Piaf,"Non, je ne regrette rien",142284
156,2020-09-15 14:01,Carla Bruni,Quelqu'un m'a dit,166226
157,2020-09-15 14:01,Sympathique,Je Ne Veux Pa Travailler,2779
158,2020-09-16 00:48,Arctic Monkeys,Piledriver Waltz,203884
159,2020-09-16 00:58,Arctic Monkeys,Anyways,221229
160,2020-09-16 01:00,Arctic Monkeys,Snap Out Of It,136951
161,2020-09-16 01:04,Arctic Monkeys,Don't Sit Down 'Cause I've Moved Your Chair,183506
162,2020-09-16 01:07,Arctic Monkeys,One For The Road,206051
163,2020-09-16 01:10,Arctic Monkeys,My Propeller,205746
164,2020-09-16 01:11,Arctic Monkeys,Black Treacle,7424
165,2020-09-17 20:00,Arctic Monkeys,Dance Little Liar,2229
166,2020-09-17 20:00,Arctic Monkeys,Leave Before The Lights Come On,222934
167,2020-09-17 20:02,Arctic Monkeys,Mardy Bum,1787
168,2020-09-17 20:02,Arctic Monkeys,Fake Tales Of San Francisco,170109
169,2020-09-17 20:03,Sympathique,Je Ne Veux Pa Travailler,0
170,2020-09-18 23:19,Jessie J,Domino,3392
171,2020-09-18 23:30,Rod Stewart,I Don't Want to Talk About It - Live at Birmingham 12/14/1980,346938
172,2020-09-18 23:33,Drake,One Dance,173986
173,2020-09-18 23:37,Lewis Capaldi,Someone You Loved,182160
174,2020-09-18 23:43,Lana Del Rey,Born To Die,285400
175,2020-09-18 23:47,Billy Joel,Vienna,214240
176,2020-09-18 23:51,Wiz Khalifa,See You Again (feat. Charlie Puth),229525
177,2020-09-18 23:55,Sivik,High,11356
178,2020-09-18 23:55,Sum 41,Pieces,182040
179,2020-09-18 23:58,The Temptations,My Girl,165004
180,2020-09-19 00:03,Elton John,Bennie And The Jets - Remastered 2014,322548
181,2020-09-19 00:07,The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,208466
182,2020-09-19 00:09,Paul Anka,Put Your Head On My Shoulder,154733
183,2020-09-19 00:14,Elton John,Don't Go Breaking My Heart,275440
184,2020-09-19 00:18,Eagles,Hotel California - 2013 Remaster,210857
185,2020-09-19 00:21,Elvis Presley,Can't Help Falling in Love,182360
186,2020-09-19 00:25,The Beatles,Let It Be - Remastered 2009,243026
187,2020-09-19 00:29,Crowded House,Don't Dream It's Over,236933
188,2020-09-19 00:32,Linkin Park,Numb,185586
189,2020-09-19 00:34,The Beatles,Yesterday - Remastered 2009,125666
190,2020-09-19 00:38,John Lennon,Imagine - Remastered 2010,187866
191,2020-09-19 00:41,Bon Jovi,It's My Life,224493
192,2020-09-19 00:45,Linkin Park,Leave Out All The Rest,209306
193,2020-09-19 00:47,Oasis,Wonderwall - Remastered,110928
194,2020-09-19 00:50,The Beatles,Something - Remastered 2009,1834
195,2020-09-19 00:50,Johnny Cash,You Are My Sunshine,177663
196,2020-09-19 00:50,The Beatles,Hey Jude - Remastered 2009,554
197,2020-09-19 00:53,Linkin Park,In the End,216884
198,2020-09-19 00:56,David Bowie,Heroes - Single Version; 1990 Remaster,138773
199,2020-09-19 00:59,Rod Stewart,Sailing,154709
200,2020-09-19 01:06,Irmão Lázaro,Eu Te Amo Tanto - Live,383671
201,2020-09-19 01:11,Soraya Moraes,Caminho no Deserto,333533
202,2020-09-19 01:12,Aline Barros,Casa do Pai,30542
203,2020-09-20 16:22,Édith Piaf,La vie en rose,186978
204,2020-09-20 16:26,Charles Trenet,La mer,201840
205,2020-09-20 16:29,Henri Salvador,Jardin d'hiver,168000
206,2020-09-20 16:33,Carla Bruni,Quelqu'un m'a dit,3895
207,2020-09-20 16:33,Ben Mazué,10 ans de nous,207440
208,2020-09-20 16:43,Carla Bruni,Quelqu'un m'a dit,166071
209,2020-09-20 16:46,Yves Duteil,Virages,131378
210,2020-09-20 20:43,Barbara Pravi,Je sers,9348
211,2020-09-20 20:43,Yves Duteil,Virages,37776
212,2020-09-20 21:10,Brigitte Bardot,Le soleil,195946
213,2020-09-20 21:14,Le Couleur,Femme,235904
214,2020-09-20 21:16,Sacha Distel,La belle vie,123053
215,2020-09-20 21:19,Françoise Hardy,Tous les garçons et les filles - Slow,187746
216,2020-09-20 21:24,Charles Aznavour,La bohème,245186
217,2020-09-20 21:27,Luce,"C'est ça l'amour - Extrait de ""Cendrillon""",171106
218,2020-09-20 21:28,Édith Piaf,Hymne à l'amour - Live,52160
219,2020-09-20 21:28,Sympathique,Je Ne Veux Pa Travailler,3434
220,2020-09-20 21:29,Joyce Jonathan,Je ne sais pas,12223
221,2020-09-20 21:29,Queen,Don't Stop Me Now,33130
222,2020-09-20 21:33,Arctic Monkeys,Arabella,7478
223,2020-09-20 21:33,Arctic Monkeys,Dangerous Animals,210666
224,2020-09-20 21:36,Tino Rossi,Merci chérie,190093
225,2020-09-20 21:40,Charles Trenet,"Vous, Qui Passez Sans Me Voir",184960
226,2020-09-20 21:43,André Claveau,Dors mon amour,191791
227,2020-09-20 21:46,Les Sœurs Etienne,C’est ça l’amour,190413
228,2020-09-20 21:50,Fréhel,Si tu n'étais pas là,209066
229,2020-09-20 21:53,Maurice Chevalier,Paris sera toujours Paris,194933
230,2020-09-20 21:56,Jean Sablon,Depuis que je suis à Paris,171266
231,2020-09-20 21:59,Jacqueline François,Mademoiselle de Paris,183745
232,2020-09-20 22:02,Line Renaud,Vous qui passez sans me voir - Remasterisé en 2013,179866
233,2020-09-20 22:05,Jean Sablon,Ces petites choses,190982
234,2020-09-20 22:08,Carla Bruni,Quelqu'un m'a dit,166226
235,2020-09-20 22:12,Charles Trenet,La mer,15309
236,2020-09-20 22:12,Le Couleur,Femme,1322
237,2020-09-20 22:12,Yves Duteil,Virages,746
238,2020-09-20 22:12,Ben Mazué,10 ans de nous,1322
239,2020-09-20 22:12,Brigitte Bardot,Le soleil,195946
240,2020-09-20 22:12,Françoise Hardy,Tous les garçons et les filles - Slow,1344
241,2020-09-20 22:12,Charles Aznavour,La bohème,768
242,2020-09-20 22:15,Luce,"C'est ça l'amour - Extrait de ""Cendrillon""",160170
243,2020-09-20 22:54,Luce,"C'est ça l'amour - Extrait de ""Cendrillon""",4783
244,2020-09-20 22:58,Journey,Don't Stop Believin',250986
245,2020-09-20 23:04,Red Hot Chili Peppers,Californication,329733
246,2020-09-20 23:07,The City of Prague Philharmonic Orchestra,"Speak Softly Love (From ""The Godfather"")",165466
247,2020-09-20 23:13,Pink Floyd,Wish You Were Here,334748
248,2020-09-20 23:16,The Beatles,Here Comes The Sun - Remastered 2009,185733
249,2020-09-20 23:20,The Beatles,While My Guitar Gently Weeps,226756
250,2020-09-20 23:26,Guns N' Roses,Sweet Child O' Mine,354520
251,2020-09-20 23:32,Paul McCartney,While My Guitar Gently Weeps - Live,357104
252,2020-09-20 23:35,Paul Anka,Put Your Head On My Shoulder,154733
253,2020-09-20 23:38,The Temptations,My Girl,165000
254,2020-09-20 23:41,Billy Joel,Vienna,214240
255,2020-09-20 23:48,Rod Stewart,I Don't Want to Talk About It - Live at Birmingham 12/14/1980,346933
256,2020-09-20 23:51,Linkin Park,Leave Out All The Rest,209306
257,2020-09-20 23:52,Eagles,Hotel California - 2013 Remaster,72382
258,2020-09-20 23:55,Barbara Pravi,Je sers,3025
259,2020-09-20 23:55,Henri Salvador,Jardin d'hiver,168000
260,2020-09-20 23:59,Édith Piaf,Hymne à l'amour - Live,209800
261,2020-09-21 00:02,Tino Rossi,Merci chérie,190093
262,2020-09-21 00:04,Sacha Distel,La belle vie,123053
263,2020-09-21 00:07,Édith Piaf,La vie en rose,186973
264,2020-09-21 00:11,Les Sœurs Etienne,C’est ça l’amour,190413
265,2020-09-21 00:14,Jean Sablon,Ces petites choses,190982
266,2020-09-21 00:17,Jean Sablon,Depuis que je suis à Paris,171266
267,2020-09-21 00:18,Jacqueline François,Mademoiselle de Paris,11406
268,2020-09-21 00:21,Fréhel,Si tu n'étais pas là,209066
269,2020-09-21 00:24,Carla Bruni,Quelqu'un m'a dit,166226
270,2020-09-21 00:27,Charles Trenet,"Vous, Qui Passez Sans Me Voir",1671
271,2020-09-21 00:27,André Claveau,Dors mon amour,191791
272,2020-09-21 00:27,Brigitte Bardot,Le soleil,3694
273,2020-09-21 00:28,Charles Trenet,La mer,1439
274,2020-09-21 00:31,Le Couleur,Femme,7894
275,2020-09-21 00:31,The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,5944
276,2020-09-21 00:31,Line Renaud,Vous qui passez sans me voir - Remasterisé en 2013,179866
277,2020-09-21 00:31,Maurice Chevalier,Paris sera toujours Paris,4046
278,2020-09-21 13:03,Le Couleur,Femme,2901
279,2020-09-21 13:03,Le Couleur,Femme,0
280,2020-09-21 13:03,Arctic Monkeys,Do Me a Favour,3200
281,2020-09-21 13:07,Arctic Monkeys,Do Me a Favour,206084
282,2020-09-21 13:11,Arctic Monkeys,A Certain Romance,7651
283,2020-09-21 13:11,Arctic Monkeys,Secret Door,223066
284,2020-09-21 13:15,Charles Aznavour,La bohème,245191
285,2020-09-21 13:18,Yves Duteil,Virages,19672
286,2020-09-21 13:18,Françoise Hardy,Tous les garçons et les filles - Slow,187746
287,2020-09-21 13:21,Luce,"C'est ça l'amour - Extrait de ""Cendrillon""",171106
288,2020-09-21 13:25,Ben Mazué,10 ans de nous,207440
289,2020-09-21 13:27,Sacha Distel,La belle vie,123053
290,2020-09-21 13:31,Tino Rossi,Merci chérie,190093
291,2020-09-21 13:34,Édith Piaf,Hymne à l'amour - Live,209800
292,2020-09-21 13:37,Jean Sablon,Depuis que je suis à Paris,171266
293,2020-09-21 13:40,Henri Salvador,Jardin d'hiver,168000
294,2020-09-21 13:43,Jacqueline François,Mademoiselle de Paris,183745
295,2020-09-21 13:46,André Claveau,Dors mon amour,191791
296,2020-09-21 13:49,Charles Trenet,La mer,201840
297,2020-09-21 13:53,Jean Sablon,Ces petites choses,190982
298,2020-09-21 13:56,Édith Piaf,La vie en rose,186973
299,2020-09-21 13:59,Les Sœurs Etienne,C’est ça l’amour,190413
300,2020-09-21 14:03,Barbara Pravi,Je sers,199173
301,2020-09-21 14:06,Brigitte Bardot,Le soleil,195946
302,2020-09-21 14:09,Fréhel,Si tu n'étais pas là,209066
303,2020-09-21 14:12,Line Renaud,Vous qui passez sans me voir - Remasterisé en 2013,179866
304,2020-09-21 14:15,Carla Bruni,Quelqu'un m'a dit,166226
305,2020-09-21 14:18,Charles Trenet,"Vous, Qui Passez Sans Me Voir",184960
306,2020-09-21 14:22,Maurice Chevalier,Paris sera toujours Paris,194933
307,2020-09-21 14:26,Le Couleur,Femme,235904
308,2020-09-21 14:26,Louane,Je vole,22421
309,2020-09-21 14:31,Elton John,Don't Go Breaking My Heart,275444
310,2020-09-21 14:34,Linkin Park,Numb,185586
311,2020-09-21 14:37,Elvis Presley,Can't Help Falling in Love,182360
312,2020-09-21 14:48,The Beatles,Let It Be - Remastered 2009,20767
313,2020-09-21 14:48,The Beatles,Yesterday - Remastered 2009,1253
314,2020-09-21 14:48,Crowded House,Don't Dream It's Over,236933
315,2020-09-21 14:54,Elton John,Bennie And The Jets - Remastered 2014,322553
316,2020-09-21 14:58,Oasis,Wonderwall - Remastered,258773
317,2020-09-21 15:03,Rod Stewart,Sailing,277960
318,2020-09-21 15:06,Johnny Cash,You Are My Sunshine,196733
319,2020-09-21 15:10,Bon Jovi,It's My Life,224493
320,2020-09-21 15:14,John Lennon,Imagine - Remastered 2010,187866
321,2020-09-21 15:17,Linkin Park,In the End,216880
322,2020-09-21 15:17,The Beatles,Something - Remastered 2009,5461
323,2020-09-21 15:17,The Beatles,Hey Jude - Remastered 2009,673
324,2020-09-21 15:17,David Bowie,Heroes - Single Version; 1990 Remaster,1393
325,2020-09-21 15:18,Édith Piaf,Hymne à l'amour - Live,4829
326,2020-09-21 15:18,Queen,Don't Stop Me Now,4249
327,2020-09-21 15:18,Journey,Don't Stop Believin',10727
328,2020-09-21 15:22,Journey,Don't Stop Believin',240253
329,2020-09-21 15:28,Red Hot Chili Peppers,Californication,329733
330,2020-09-21 15:30,The City of Prague Philharmonic Orchestra,"Speak Softly Love (From ""The Godfather"")",116054
331,2020-09-21 15:33,Luce,"C'est ça l'amour - Extrait de ""Cendrillon""",171111
332,2020-09-21 15:33,Yves Duteil,Virages,10966
333,2020-09-21 15:33,Billy Joel,Vienna,4411
334,2020-09-21 15:37,Arctic Monkeys,Do I Wanna Know?,272394
335,2020-09-21 15:38,Arctic Monkeys,D is for Dangerous,5944
336,2020-09-22 00:11,Pink Floyd,Wish You Were Here,334743
337,2020-09-22 00:13,Paul Anka,Put Your Head On My Shoulder,154733
338,2020-09-22 00:19,Guns N' Roses,Sweet Child O' Mine,354520
339,2020-09-22 00:20,Eagles,Hotel California - 2013 Remaster,2182
340,2020-09-22 00:22,The Temptations,My Girl,165000
341,2020-09-22 00:28,Rod Stewart,I Don't Want to Talk About It - Live at Birmingham 12/14/1980,346933
342,2020-09-22 00:32,The Beatles,While My Guitar Gently Weeps,226756
343,2020-09-22 00:32,The Beatles,Here Comes The Sun - Remastered 2009,1648
344,2020-09-22 00:38,Paul McCartney,While My Guitar Gently Weeps - Live,357104
345,2020-09-22 00:41,Linkin Park,Leave Out All The Rest,209306
346,2020-09-22 00:42,The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,8536
347,2020-09-22 00:45,Bon Jovi,It's My Life,224493
348,2020-09-22 00:49,John Lennon,Imagine - Remastered 2010,187866
349,2020-09-22 00:52,Linkin Park,Numb,185586
350,2020-09-22 00:55,Johnny Cash,You Are My Sunshine,196733
351,2020-09-22 00:56,The Beatles,Yesterday - Remastered 2009,19214
352,2020-09-22 00:59,Françoise Hardy,Tous les garçons et les filles - Slow,187746
353,2020-09-22 01:02,Jean Sablon,Depuis que je suis à Paris,171266
354,2020-09-22 01:02,Ben Mazué,10 ans de nous,1021
355,2020-09-22 01:02,Tino Rossi,Merci chérie,2330
356,2020-09-22 01:06,Barbara Pravi,Je sers,199173
357,2020-09-22 01:08,Sacha Distel,La belle vie,123053
358,2020-09-22 01:11,Henri Salvador,Jardin d'hiver,168000
359,2020-09-22 01:14,André Claveau,Dors mon amour,191791
360,2020-09-22 01:17,Brigitte Bardot,Le soleil,195946
361,2020-09-22 01:21,Fréhel,Si tu n'étais pas là,209066
362,2020-09-22 01:24,Édith Piaf,La vie en rose,186973
363,2020-09-22 01:27,Jean Sablon,Ces petites choses,190982
364,2020-09-22 01:27,Jacqueline François,Mademoiselle de Paris,10717
365,2020-09-22 01:31,Charles Trenet,La mer,3159
366,2020-09-22 01:31,Les Sœurs Etienne,C’est ça l’amour,190413
367,2020-09-22 01:31,Maurice Chevalier,Paris sera toujours Paris,3970
368,2020-09-22 12:16,Elton John,Bennie And The Jets - Remastered 2014,322553
369,2020-09-22 12:17,Elvis Presley,Can't Help Falling in Love,27366
370,2020-09-22 12:20,Line Renaud,Vous qui passez sans me voir - Remasterisé en 2013,179866
371,2020-09-22 12:23,Charles Trenet,"Vous, Qui Passez Sans Me Voir",184960
372,2020-09-22 12:24,Le Couleur,Femme,1856
373,2020-09-22 12:24,Charles Aznavour,La bohème,3051
374,2020-09-22 12:26,Carla Bruni,Quelqu'un m'a dit,166226
375,2020-09-22 12:30,Édith Piaf,Hymne à l'amour - Live,209800
376,2020-09-22 12:30,Yves Duteil,Virages,2692
377,2020-09-22 12:33,Luce,"C'est ça l'amour - Extrait de ""Cendrillon""",171106
378,2020-09-22 12:36,Françoise Hardy,Tous les garçons et les filles - Slow,187746
379,2020-09-22 12:37,Tino Rossi,Merci chérie,1770
380,2020-09-22 12:39,Henri Salvador,Jardin d'hiver,168004
381,2020-09-22 12:43,Fréhel,Si tu n'étais pas là,209066
382,2020-09-22 12:44,Jean Sablon,Ces petites choses,23323
383,2020-09-22 16:33,Elton John,Don't Go Breaking My Heart,275444
384,2020-09-22 16:39,The Beatles,Let It Be - Remastered 2009,243026
385,2020-09-22 16:43,Oasis,Wonderwall - Remastered,258773
386,2020-09-22 16:46,The Beatles,Something - Remastered 2009,182293
387,2020-09-22 17:01,The Beatles,Hey Jude - Remastered 2009,146424
388,2020-09-22 17:04,Jean Sablon,Depuis que je suis à Paris,171271
389,2020-09-22 17:06,Sacha Distel,La belle vie,123053
390,2020-09-22 17:10,Barbara Pravi,Je sers,199173
391,2020-09-22 17:13,Ben Mazué,10 ans de nous,207440
392,2020-09-22 17:16,Édith Piaf,La vie en rose,186973
393,2020-09-22 17:19,André Claveau,Dors mon amour,191791
394,2020-09-22 17:23,Les Sœurs Etienne,C’est ça l’amour,190413
